* Log file for the circuit /home/frathoso/Dropbox/ASpring_2014/Capstone/atpg/benchmarks/s5378.bench.
test  172: 1111000001001001111111011110001011100010001010111101111100100110000010000001010101111011001110010111101000110101111100110101000001010000110101011111101111010100111000100011011100011110010010100011010000010110100110 011001101111100001110111000000000000011111011101110000000011110110000001110111001111001000011111000010001000000000000110100000000011100111000111100001100100001111000000000011000011000001010000000101010111101010000101100000000000    2 faults detected
test  173: 0010011001100110000001101010010110111100110010101001011100000000010001110000111100110110000010101001001101100101100100001001110000000101101010001101011100000100110011100000100011000111100111100111010001001001101111 011010111111011110111101100000000000011111010101100101010100100000000000100000000000000101011111000000001010000000000010000000000000000000000111100001000101011100110001001010100110010001110110001101101100110011110101000100000000    3 faults detected
test  174: 0101001110110010100101010011001010011010011110010000110101100111111000011000010010110000010111110110011011101101011010101001000100001101010011100101011101011101111111010110101100110010100110110110110010000100111000 100110011011011000100000100000000000011110010101110011001100011100111100011110110010101001101110000001000010000000000100100000000010011010101111100011100101100001000101100000110000001001110000100011101100111111101001100000010000    4 faults detected
test  175: 1110101011011000101110110011001010000000101111110101111010100110111001110100110001111101110000100001110100000011000001111000111110000011100011000001100001101001111111000111010110001111101111011110101011011010011011 101011111111110111111011100000000000000000011111111001100101111010011011111001100011000011000010000000100100000000000000100000000000110011000111100011100110010101110101101111100000001001010100101101001000001100111101000000000000    1 faults detected
test  176: 0011101100000100000101110010100000001111011100011000011010000101010011001100111110001011100000001010000000111000011010101111111000111100011000001101001011111000011110000111000010001101111011101001001011101100000100 101011011011100101101000000000000000011110011101111011101110100110100010100110101011010011100011000010101100000000000100100000000000010111011110100011000111101110110100100000011000001001010110101100000011110000110001000001000000    4 faults detected
test  177: 0001000110101111011010001011001000010100011100000100010010001000001100000111000010011111010101111110111011110011101110100100111011100101000101100010111101010000010001000111110100000000011100000001110000010101001001 111001111111011110111001100000000000011110000111100010001000001100100110001100011101110000111111000010100010000000000100100000000001001101110111100011000100100000000101100010110111001001010100111010110000011010101011100000000000    1 faults detected
test  178: 1001001110000011110000100000010000011010101100101001110001101010000010111110111010111011001000110010110000101011100010100000100000100111100100001100000010010110100011111001110110111110000000011001101100111001010100 100011111101110000111001100000000001100000000111100011001101001110011111001110000000001001110000000001001110000000000101100000000000000000000111100011100110100101100100100110100110000001010100100100011110110010011000100001000000    4 faults detected
test  179: 0011000110110100011111101110011111010000110100011100000111000001011001101011111110111110111101100010010101000101110010000000111100111010101000000101101110000110010110000000011000000011000001110100110011101000110111 001011111111101001011110000000000000011000011101100010001010101100100100101110110100011000101110100001100000000000000100000000000001011000010111100001100111100001110100101001010100001001110010101110111111110001000001000000000000    1 faults detected
test  180: 1010111101001010111000010100101111011110001011001001011000000000111001111010110001100011101011010100011110001000101000000101001010111010111001011101001111101100110001011000110010111000101111000010110000011001110110 010111011111000101110110000000000001100111000011111111111111100010000011100011101111110111111111000011000000000000000000000000000011110111110111100001100001110011000000001001000111001001110110000010001001001000011100100000000000    1 faults detected
test  181: 1010101111011111110000010010111000011011110010000110011101100101101101011100010110110101011111011011001011010111011101001110100100010101100110010100101010000001000011100010011000010010011001011001010011000010111000 101001111111110111100001000000000001111110011111111011101101101010100001101001101111110011100110000010101000000000000100100000000011110111111110100011100101001010100100001010010110000001110010100111110010111110000001000000000000    1 faults detected
test  182: 1111000111100001111100000101011001101100111111000101101000100101100100110001010101011011011010111101101010010000100101000000011111010011001011111010100100001010011010011000111000101010111000011111001101011001001011 000101111111101011110111000000000000011111000110110010001011111101000111111101011110001000110000000000001101111010000000100000000011101110000110111100100100011100000001001011000010001001110010001011000010001010010100000000000000    1 faults detected
test  183: 1100100111001011100011100010101000110101110000101000111101000100110010011000110010010000011111011101001011110011000110001000100100010110011110100010111101001010011101111001011101011111001101010010100110011011101111 100001111111011111011001001101001101100001011011111010101001011000111001011001011111110010101100100011000101101011110000100000000001101111110111011110100001011010000001001010000001000001011001000001011001111111001000100000000000    5 faults detected
test  184: 1100001100001111101000101010100010101101110000010111010100001101101011100011000111000011011010110100011001001101110111001000010010100010001010110101101110011011111111001001110000101011111111111001111000010100100001 101011011011011101001111100000000001111000000110110011001101010000000101010011011010000001110010100010100000000000000101100000000000101110001111100001100101110101000100000011110000011001010111101110000001001010010010100000000000    1 faults detected
test  185: 0011111100001100001001000010101011010111011110000101111111001101000101001010101101010101010100001010010000011101111001000000100101011101000011111000110101110000010111011010111100111001011011011111111000010011110000 000101011011001010010100000000000000000110000110111111111110100100000000100100101011111111110010100000000010000000000101111111111111111111110110100001000111100110110101100000010100001001110000100111010010100110100110100000000000    1 faults detected
test  186: 0101011011001010101110111000011100101100111001111011111010001100101100100110001100111011100101101111000110100111110100110101110000111100111010001101110001001100001010101010001010011011000010111101011000101100111010 011010111011000111111000000000000001100000011001110101010110011110011010011101000011100101010010000000101000000000000010000000000000100011100111100011100011001000010101001000010010000001110010100110011111110000100110100100000000    2 faults detected
test  187: 1001100011001100100010011100111100001111110100010010101000101110100010001000111000110001111111001010010101000011001101110010001101001111101010110110111100110011101001101111010100110110110101110100100001000110100110 101011111101011101011000110101111001100100011110111000100001001100111111001111000111010010011110100001100100000000000100000000000001100011010111100011000111100010110101100000110011000001010100100101100100110100001100000000000000    2 faults detected
test  188: 0101010101101100001110000001010001010100010011100000100011011100111101011010010010111111000010000100011000110100010110000110101110010000111010001010101100110001101111111100110010100110001010101101101000100110011101 010101111011010100001111000000000001100001000111100110011000010110100110010110000000000100110011100000100110000000000000100000000000000000001111100001100101110111010001000011000000000001110110001101111011011010111000100100000010    1 faults detected
test  189: 0001010001111110001110011100111100010010111011011110111011110011100001101110000100110100101000111111101111000110111000010011110110001010111010111001001110010100011000111001110000011010111100010100011000001111001100 000111111011010111000110100000000001100110000010100100010000000110111010000101110001110100011010100001101000000000000000000000000010111001111110100001100000001100000100000001110011000011010110100011000001011101010110100000000000    1 faults detected
test  190: 0101000001010100101111010011110101010010110010001011001001010010101111000110011101111010000010000010101011010110000101100000111110000011110010010001100111001001011000010100110000110001110001100101110101001111000101 100101111111010000111011100000000001111010000111100000000000010110000110010110010001001000011101000000100010000000000101100000000000001001000110100011100100101111110100001011110011001001110110100011100110000011110101000000000000    1 faults detected
test  191: 0110001000010111000000001010101110001011011111101011010101111110111011110101101101110010011011110010110100001011001101111001000110000000000000100000101000110001110110011001111010101101001001001010100010001101111100 110111011111111011100011100000000001100110000111100001000100110000000100110000111000111001000111000011000100000000000000100000000010011100111111100011000110100001100101100011110100001001010010101101011011000011010110100000000000    1 faults detected
test  192: 0001100000011011111111101011011111101111001001110100101011101000110001000010100001010110111011000100001011011001111101000100010101010110111111101111111000101000100001001000101110101100000001000101001110100000111100 001001001111100001000001000000000001111111010001111000100010000110100110000110101111101010001001100000101100001011000000100000000011010111101101011110000001111011010001001010000111011001110000001101011111101001011110100000000001    2 faults detected
test  193: 0101011101111110000001101110011110011000001010001011110001111000110111100110011100110100001011111100010011001100001010110101111000000001010010101111101011100011110001110000100110100101001001010101010001100101000110 000111011111011100011111101001011101111111010111100111011100010100011110010111110001110101111110100000101010000000000100100111110010111001110110100011100111110000000000001011100111000001110100001101111010110111010101000010000000   13 faults detected
test  194: 0000000110110101001011011000101001000010100111000101110100110001101110011100100011100111000111010110100110101011110010011111100011001010111111010001001110101110011111111111000011101011011110010000001000010010000100 100011111111011101110110100000000000000001011001110010001000001000000100001010111110010000111010000011101100000000000000000000000011011110010111100001100010101011000000001001100000000001010110001011010001001010101010100000000000    2 faults detected
test  195: 1101001000001001010000111011110100100010110111111111000101100010100111001000100101000010000001101010011000010011110011100001010100101001100000010110111010101101000110000000111000001010000010001100100110001000110100 111001111111011100010010100000000001111010000111100001000101010100000101010111011001000001000101100001100110000000000010100000000010101101000110100011100101100000110100101001110100011001110010101110011110101011110111100000000000    1 faults detected
test  196: 0100010011111100111101001111111110111100101001101000010111010110101010001011100100101110011111110100001011011111110011100001111000011101111010010001111001110001010101000010010000111010110001101000111111111011001011 101000111111000001100100000000000000000001011011110100010010011010100100011011110111111100000001000011100000000000000000100000000011111011111111100001101001111001000101000000000101011001110111000111000110111011000111000000000000    1 faults detected
test  197: 0110011010010011011110010001000001010111011011111010011101000110010001011100101110111101110111001110110011100010001011110011100000111010111111101110010100100101001010001111000111100100110010110001010101010001101001 001011111111101000011110000000000000000111011001100101010110111000100000111010000000001101011100100010101010000000000000100000000000000000000110100001000010100010010001001001000010001001010100001000100111110100100010000000000000    3 faults detected
test  198: 0110100100001000000101100100000110001100101111010111101100000101010110101010011011000000110000010111000101100011010111111100110101001011101010001110010110011001100101000001110000100111010100000100110110101111111000 011011111011011001001110100000000001100100000101101010101000110000011100110010000000001010101101100011000000000000000000000000000000000000001111100001000111001111000100100101100101011001000111101101110100100101111001100100000000    3 faults detected
test  199: 0101001110100101110010101010100100000111111101000011001010100000010011010001110001010000110011111100110110000111001101101001011001001100110010100111111100111011010001111000010001101110110011001100111010100000000111 100110111111110110100000110110111000011111011111110011001100011111000110011100011111000001100011000111110010000000000000000000000011001111001110100011100110110000000001000000100111000001110110001001000111101101111100100000000000   10 faults detected
test  200: 1011111000010000111110111111011101101011100001010100010011100101111011111010100101011010111111000110100011100100001110010010011001011010001111010011010110100111010111010010010000000110011100101011000100100010101111 100110111111101110100010000000000001111111011101111101110111100100100111100100100110000111010101000010001110000000000000100000000011010010001111100011110110101011010100001001000100001001110111001001110001101001000111100000000000    1 faults detected
test  201: 1001000100001001100011011000100111100101101111011111011111101111010010110101011001011000101101000111100101010100000001110000110110001100110000001101000001110011001100011101011011101100011110010011110010001111100010 100111111111100010001000110011111101100111011101110010001011000110000001000101000011001000101110100010000010111111010000000000000000100011001100111010000110001011010001000000100001011001010010001101010001000101001100100001000000    3 faults detected
test  202: 0001000011110001001111010010100100110101001011011100011101101101001010001110101010100000100101101100101110010010011000100010100001110111111001100001101110100011000000001000111100100010011111010000000111111010110001 111001111011110011001101000000000001100111000001100000000000001110100000001100000101001000001100100011101100000000000000000000000001000001001111100001000000111000010000001010000111001001110000001010110000110101101010000000000000    2 faults detected
test  203: 1110010011110000000011010110101001100001100101000011001010000001010101111111001011001011110100111110010000010000000001111011111001001011001101111000100100001101101011010011111001110011011010011101110001111011011101 010111111111010101110110100000000000000111000100100100010001111010000111111011110100100100010110000000100000000000000000111100010111111000100111100001000111100100000001001001100010011001010011000111110010100000101011000000000000    4 faults detected
test  204: 0111001001001000100010100100100111000010000101000000000100110001100011111001011110010100010111101110011101101011010011000101000010010001101010011101101010011110011011011001101000111010100100100101001110001101111001 000111011111101101001111010010011101100111010111100001000110110100100100110110111001000001001001100000101100000000000000000000000000011101001110100001100101100000010000000011000010001001010010000111001100010111100000100000000000    4 faults detected
test  205: 1001100010100000110011001111101110000110000100011000010110111110011001011011000000101111111101001010001000000011110010011110011010011000010110010110011010110101010000111110100101101000001011100111011101000010111001 100111111111110111101010001001010000011011010111111000100001001110100101001101010111010010011001000000001000000000000000100000000001101011011110100011100101101010110000000001000111000001110100001111011011011000001110000000000000    4 faults detected
test  206: 1100000100111101101000011011000000001001110011011101111100011000000001111110110110010100011011101000100000100101000100100010111011011010001101010000111101101110000000101100011000101110101010100001001101111010000101 111011111111111011110010000000000001111100011101100010001001010000011001010000000000001000111001000010101100000000000000100000000010000000000111100011000110111000110101001001010111000001110010101101001011011111010000000000000000    2 faults detected
test  207: 0100000100001010110110100111010001001001100000011110001101011101000000111000010010010010010010010110010101101100011011111110010100000010100010001110010010101001001001100111010011011110010110110100101100001100110011 011010011111111010101011100000000000000001011101100010001000010000100100010000000000001000111000000001100110000000000000000000000000000000001111100011100111100111000000001011100011000001010110000101010101111011111001100100000000    2 faults detected
test  208: 0011000011001110100010110111101111010011101100100000000111000000100110011001100000101010001001100101111010010100001101111111000010110100100111110101010110110000111001011011000100111000010010000000111101100001100010 100110111111011100101101000000000001111000011110110000000000101100100100101111100111110000001011000000001010000000000100100000000001110011111111100001100100010001010100100110000011001001010100100010010111011011011110000000000000    5 faults detected
test  209: 0001100000000110100010011000011000110011100001110001101010110010010110110010011000100011111100100101000110001011011011010111100001001101110010101000010010001111110011101000101101001001110010010011000011100011110011 001011011001011011010000100000000000011001010111111000100000000100011110000100000010111010001110100010001100111100000010000000000010000010110111110011100111011101010000001000100110010001110001001111000110110000001100000010000000    1 faults detected
test  210: 1001001010000000110100010010100010111111101010100110101101101001101100001001011101011010110110100110110111001110000100111110110001010011100111100111010001010101111111001010000000111011001101011001011010001011000100 101010011111001101001111000000000000011001011111100001000111001100111101001111001101000001000010100010101000000000000100000000000001100101001111100001101110100101010101000011000000011001110111000111011000100001100100100000000000    2 faults detected
test  211: 0011110100111011101000010110011010111110000010101001110011100011000011011110011101111111011011110010010010101100001111111100010110001111011110011101010101111111110011010001111001111111000100111000110100100011001011 000110011111001100111000100000000000000101000011111110111010100100011110100110111011100110110100000011100010101111100000100000000000011111100111110010000011100001100001000000100110001001010011000001011100000010010101100000000000    1 faults detected
test  212: 0010000100110101001010000010111010011001001101011010000010010001111000100010111001010101110011011001010100000010001000001010011100000110101111011011100011101110101101110001111110111100110000001100011101101011011100 000111111101100000001101100000000001100011100101110010001010100010100110100010111010011000110001100001101010000000000000100000000000011110011110100001100111010010100000001010100001000001010000000101000111100100111101000000001000    1 faults detected
test  213: 1001000100110100100010100101110011101000101110110011100101110111100011010111111110010111011100110100011001110000110011010110010010100000111111110101011000110000100101111110111100111100100010110001111110011010110000 100011111111000000100111100010000100011000000100110010001011000110000101000111000011001000101000010000110010101110010111100000000010100011001111011100100101110101000101100111100101010001110001100100001111010010000000100000000000    2 faults detected
test  214: 0000011000010110010001010101111011000110110110010111001110111011101101111100011111110101000010011101101000010111010001011011011111011010000010000111100010011011011011111000100100001100100000000011001010101000101111 110101111011010100111110000000000001111100010101100101010110000010000100000010101100111101000000001001001110000000000100100000000011010100110111100011000100011110000100100001010010000001110100101101001111000110110000100000000000    9 faults detected
test  215: 1101100001100001100011100001111001010010100010011111001100111000010111101110101110000001011101111011111010000110000001110001010100001000111100110000111110010101110101110011100110010010110100010101101111111001000000 110011111111111011101110101010011100000100010010111000100001010100000101010101011011011010001000000000100100000000000100100000000000101111011111100001010000000000100100000001100101000001011100000011100101110110000011000000000000    1 faults detected
test  216: 0100010110100010011110000011001011111110000000100100110111101010010010110000010110011000111110001001001111011000001000011010101111001110100010001101010101101110000100011110011111000101000100100100100011010111100001 010111011111011111010000100000000000000001011101100110011000011000100100011000010100100100101111100001100100000000000000000000000011001000100111100011100101011110110001001000100101001001110000001001111101011101000000000000000000    1 faults detected
test  217: 0001111001100010110001100000110010101111000101001011000110010111110001011011011010111110001111110111011011010111110110111110000000000100111100011111100001101100110111010011111011000011010101100111011010111101110000 010101101111100011000101110000011100000111000011101101110110000110000100000100001001111111001011100000001000000000000000100000000010000101111111100001100001000001000001001010100100011001010010001111110101110011001001100000000000    2 faults detected
test  218: 1000110010101001001010101010010001111000011101111100110000000110101001101100111010101001111111101100011101010000010101000111101010011011100100101110000111100010010100101110011100111000000001101110001101100000100011 011011111111101111000010000000000000011110011111101100110011001000100111001000000000000110010001100001001100000011101000000000000010000000001110111110000101110000010100101001010101000001110000100111011110010100001000000000000000    1 faults detected
test  219: 0001001011101011100001010111111001110011000100110001101101000111000100100011111110011110000111110001101000000001011011100100001101000000100110010001100111011101010110010010100101011010100001101011000001001010100110 100111111111010011101111100000000000011111010111110001000110001110000100001101011111101001000011110110111010000000000000100000000011101111101110100011000100011001100000000011100100011001110100000111001111110011100001000000000000    6 faults detected
test  220: 1101111001010001100101000100110101000110100110101011101010011101110010101111001001111111110011001001010011101011110111101000100110001000100010001001011100101010110011001010110000100001111011001011011000010101011110 011011111101001000011110100000000000000110000111101101110111010100000111010111011001111111011010100010001010000000000101100000000000101101110110100001100111010010110101101101100110001001110110101011100011000000111110100100000000    2 faults detected
test  221: 0001001111101011101011101100001000110111101100110011001010110110101010000000100011111010100101100100100111100111100111001010000001111001011001000010001111101010110110111101111111001110111110100010010010010111010101 110011111101110010000110000000000001100011100011110011001100001110000110001101011011101001101111100011001011111111111000000000000010101111101100010100100010111001010000001001000100000001010000001000000000101001101010100000000000    4 faults detected
test  222: 0111110101110000010111110100001011010011001001110100101110001100110000101110001011000110101100001101100111001100010100110111100101010100100000100100100110100100001101101010101111001110111001111000111110111110100001 111011111011010010011001000000000000000000110111101110111000110110100100110101110100001110100000100011100010000000000000000000000001111000000111100011100110011110010000001010000001000001110000001001000011100001001010100000000000    1 faults detected
test  223: 1101111110011111101000001101110100010000111000101101011101010100011100111110011101110101110101100001010101100101100000010111110001100000101111111100010111101100111110111100101110100010100011110010110001111110011000 000010111111001001110111100000000001100000010110111111111111011100000001011111011111111111111110000011000000000000000100000000000011101111110111100001100111010001110100001011110000000001110000101110101111100100100100000000000000    1 faults detected
test  224: 0100111101100110100111010000011101110101101100001000101000111010100000111111110010010010011001101001111101010010101011011000101010111110111100101010111011100000101010111110000011110000101100011101101011101000010000 010101111111101001111000000000000000011001011111111111111110010000100110010011010010111111100010000000100100000000000000000000000000101010110111100011100100010000110000001000000010000001110110000110101001011011011000000000000000    1 faults detected
test  225: 1100011100100011100010111001001010110101110000101011111000001110011001111100111001000001100000110011111001110010100011101000001100111001010110101101001111011111011001000101110110011000001101101100010001101011000000 001011111111001011000110000000000000011110000111110111011111010000011011010000011010101101110111100001101000000000000100100000000010001110101111100001100100000101100100000001010011011001010100110110011000100100111101000010000000    1 faults detected
test  226: 0111101001110011001110111111001110110101010100101001110011010110000111010011101000100010101100101101110011101001001101011101001010011101001110101001101011011000111001001010001011111010111111111000101011111000011110 001011111111001101101100000000000000000111011111101001100110110100011110110111111000100011000010000011100100000000000000100000000000111100101111100001100110010100010000000000000011011001110010000111000000010001001110000010000000    2 faults detected
test  227: 1110010011101110110011100101010111101111010001010010000110001011000100101011110101001101110101011100011000011011100101111011001010111010000100010010111011101100010101011010010000110111011110010101001001100100100100 110101111111010001111110000000000000011011011111100100010001111010100101111010000000001100011010000000101100000000000000100000000000000000000110100001100101110010000000001001000101011001110111000100110001001100100100000000000000    3 faults detected
test  228: 0011110011100101110010101010111001001100111111100100010001011110010001100011001100010101000010001101011100001011100000110111100000011011101101110000001001110000110010111010110000011110110010000000110111001101111100 110111011111110010111010010100000000000111000110111100110000101111100110101101111111111110001101001001011110000000000010100000000001111111110111100011100101010110010001000001000110000001110110000101000110110110110110000000000000    2 faults detected
test  229: 0110010101001000110100100110101101100110101010101110010101110011000101000001100101111001100011101111100010110100011110101011011111010100100110001110010001011010110101010010111111001000101111001001000000000110100010 010110111111100001100001000000000001111111000101110110011010110010100100110011110111101100110111000010101100101111001000100000000011111011101110010110000110001000010001000010000101011001110000001111001001001100110111100100000000    1 faults detected
test  230: 0000010110110001001000100000111001100010110111110011111101110111010010000001111101101010011111001100010001100010110101011010010101110101111101011011101010100110111110011111110010101110011000101001110110000000111110 010111101101001000101101000000000000011010000101110110011010001000000000001010111110101100100101000010100010000000000000100000000001011110101110100001100111110010010100101010010000011001010110101100010010100011000100100000000000    1 faults detected
test  231: 1111111000111111100000011000001101010100100101111011001010110010100000000100110001010110001000011001010010101000100110111101010000001111101011010101011101111010010011111010001110011100111100110000001111001000111011 100111011111101001110000100000000000011110111101111101110111110100000111110110111011111111001011000011101100000000000000100000000010011111110111100011000111010110100101100100100110000001110000100001000000101011011100000000000000    2 faults detected
test  232: 1111010110011101100100001000010100110011101101101101101001100011111010101101100000101010110010101101001011011100111000011001000110001001011000110010101100000000000101000010111001110110010100100101110001111001001001 111001111011100111001110100000000000000111000010100110011011111110011111111100000000000100111111100000100000000000000000100000000000000000001111100001000001011100010001001001100101001001110011000001110100011001111111000000000000    1 faults detected
test  233: 0101100100001111110000111000000000101110000110011011110111000111000001010110010001001011101100010111011111000010011101010100000111010001000110001101111111100101000011111101011111110000111111011011001011000000101100 010111111111010001101111000000000001111111011101101010101000010110011100010110000000001010100010000010001100000000000000000000000000000000001110100001000101000111000000001011000110000001010000000011100000001000001100000100000000    2 faults detected
test  234: 1101111101000101110101001010110011000111000100101100101110100100101110001010101110000010100011011110110010110110010011010011010011110011011111010000111101011100001011000100101000111000101100100110011111010010111101 101001111011111101001011000000000001111111010011111111111101010100100101010111011011110111101001100001001000000000000100100000000000101111111110100011100010100010000001000011000010001001110010000010001000010001110011000000000000    1 faults detected
test  235: 1111110001111001010100100101101111011001110101010000100110101001101011011010000000110111000111100111010111110010001101011111100001100010101110001000010110100011011110111001000110101111111001100110011000000010100001 010111111111000110001111100000000001111110011101101100110011110110100101110101111101110110011011100001001010000000000000000000000001111101111110100001000111000001010100101011110000000001010100101000000011111010101110100100000000    2 faults detected
test  236: 1101000111001111000100111100000000100100100010110000010010110111100001010110111001011001011001001000101010111110011100011001001111001101111010001011101100010101101011011001000100010011100100011010100101001001110000 010101111011100110100000100000000001100111011001100010001011011110100111011100000000000000110100000011000110000000000100100000000010000000001110100011010000111010110101000000100010001001010101010011101100000110011100000100000000    1 faults detected
test  237: 0110001011000001010001010101100010100111111100000101010011111001111000011000101011011011011010011011110100001011110101001001010010110111111110001001101101011101110000001011101101101111101000110101011111110001101111 011011111011000001111101000000000000011111010101100001000110111011000110111010111100001001001000000000101000000000000000100000000001011100000110100001000110000110100001000010000111011001010000001100001010000010011010000100000000    1 faults detected
test  238: 1001010001101010000001001001001101100110101101110000101011111110000011001111100111001010111111110010011000110000110110000000010001100100011111101111000100000000101011110000100001011110010110001101001011010100010010 000011101111001101001101100000000000000111010101100100010011000100100111000111010001100100000011100000101100000000000010100000000000101001101110100011000101100001100001001010100010010001110111000100010101101001000011000000000001    2 faults detected
test  239: 0101110111011101010010100001100010000101001100001000011101100010111111110101111111101001101100010001000000111100100110110010010011110110011000011001001101111010101010101100100100010001100000110011000100001111010011 011011111111100110110101001101001000000101010111111110111010011110100000011100010111110110111100000010001110000000000100100000000011001011110111100001000111011111100001000010000010000001110100000110101111000100000000100000000000    2 faults detected
test  240: 0010011011001011011101110100010001000110101100010011000010111100001101101000001110010100101011001101000100101010101110010010101101100110011100111011000111011100000010110011111000001011000010010110001011100100001111 010111101111111111000001100000000001111110000110100101010100101000000110101000000000000101001010100000101100000000000111100000000010000000001110100011000111011010010100100110100110000001010010101110011111110101010011000000000000    1 faults detected
test  241: 1011010011101101110001001011001110111011001010000010100001000110101110010010000100011000010100000101111101110000011000001000010001011101100010001111011100110011110001100001011001100010111000011000000011100111010001 011011111011000001110100000000000000000111011101110100010011101110111111101111011111011100000110000011101100000000000000000000000011101111010110100001000100010111010001000000000111010001010011001111100010111111100111000100000000    2 faults detected
test  242: 1011011110001001001000010011000100111110111000111100100010110011000101110110101101111011010000011101010111111101010110110100110110001111000110001111011101001001110100100011000111100001100001100011101010100110110110 011010011011000000101000100000000001100101011101100111011111101110111111101110000000001101101011000010000110000000000000000000000000000000001111100011000111010110000001001000100101000001010100001011101110000010110111100100000000    2 faults detected
test  243: 0111101001110111010011111011100010111111001111001110100111011111000010111101011001001101111111011001011000110100111101111101001110000111010111100100011111000001000011110100110010011101010101000011000000010001000111 100010111111010110011101100000000001111001000111101001100100110110111100110100111001010011011111100010001110000000000000100000000000011101010111100001100101010010100000001010100110010001110110000101010100000100001101100000010000    1 faults detected
test  244: 1000001010001110101011100101101111010010100100011111010011011100010110001001000011010000011001100011011000111111100110001000100010001000111011000000011010011101011011110110011000100100000001100010000001000010111000 100111011111100000010110100000000000011010011111110001000111001010000111001011001111111001000010100011001110000000000100100000000011100111110110100001100101000001110100100101100010000001110010101101111111001111011011000000000000    3 faults detected
test  245: 0101001010101101110001001100101100000011100111010111000111001000001010001010100011001100100110111110010110111011100010001101000101100011010001100011000111011011100000001100000001000010100101011000111000100001011011 111011101101010111101111101110110100011101011101110001000110011110000100011100011111010001010010000011100000000000000000000000000011001111011111100001000111100100000000000011100111001001110110011010101100101101101010100000000000    1 faults detected
test  246: 1101111101000010001111010100100110101001111111011101101011101010110001110011110001100100101011001100110011010011011110000011101001111111000000001100000101011100000111011100011100110111110101110111110111001011000111 100111111011011000001000000000000001111111011101111111111101010101011111010111011011111111101100100000000010000000000000100000000000101111111110100011000110110010010001000000000100001001110001000000100100101101011100000001000000    1 faults detected
test  247: 1110101011111100100111010011011100110100110100001101101110111001011010000011000010100001001101001101100111101101110010001101111100101010011001011111011010100010100011010111101110001100011101101111111010001010101111 010110001111000110000010100000000000011110010011111001100111111010011101111001110011010011000011100000000010001111001101000000000010111011011110010111100010011010010100101001110110011001010000111100010001111110001011100000000000    2 faults detected
test  248: 1001000000101101000111011110001011001110011100000010111111110100010111001000000011001111010110100010010100100010000101110110110001001010000011111001001000000100011011000010110010100111101111111110010001001000001010 001011111111010101101110100000000001111110000110100000000001000110100001000110011001010000010110000001001000000000000100100000000000001101011110100001100111100101110101101001110010001001110110101101101001101010101011000000000000    1 faults detected
test  249: 1111110001100111101111111010111110000100000001001001000010011010010011011011110111001011101101111001110100001000101001011011111000000010011111000100000000001110010110000110010111101001001011011111100000111111000110 101011111111011101000011100000000000011101011111111100110001110100000111110111111011110110010110100000000100000000000000100000000010111111111111100011000110010000100001001011100100001001110100001111011011101000000001100000000000    1 faults detected
test  250: 0110110010110001010000010101111001000111111110000001101111100010000101010010111000110110101110110101101111010001010110001011010010101011111011011010010111010110111001011010001111101011010100111001111001001101000110 000111111111011001111010100000000001100001011001101100110000111001000100111010111100111110010010000010100000000000000000000000000001011100110111100011100000011101000000000001100011001001110000001010010100010001001100000000001000    2 faults detected
test  251: 1110011000000010100001011111111001110100000011110001111100111110101001000010001111110000111100011101001000110011111010000001101001101111011000100110101010100000100011110111000010000101010000010101101001001110000010 110101111111110011111100100000000000011111011111110101010101110010000001110011111010101101011100100000101010000000000000100000000000111110100110100001000101011110000000001000100110010001010110001100110110100101000011000000000000    2 faults detected
test  252: 0010111010101100000000101101111110011001010001100100100011010010011111110111100100101110101110011000101011010110001011001110100001100000001010110010100000111110010111110111000000000001010101011011010010011001001001 100001111111111111001111110011010100011001011111101101110110101000111110101000111101111111000110100010001000000000000000100000000001011101111111100001100100111110100001000011100100000001010110001110110101111001000111100000000000    3 faults detected
test  253: 1011111001001000101010111011011001111111111010000111010011111011110111001001110111101111110111111001001000011001100111101011111111111010011000110100101111101001111110110110100000010001000100101000101011101001011110 110101111111111110100110000000000000000010010110111101110101100100000111100101000011000111000011000011100110000000000101100000000010100011001010100001100101011000100100001001010000000001110110100110111101001000100001000000000000    2 faults detected
test  254: 0110010010011010100010111100100001101001101001001010010101111001001111110001010111011000101001110000000001001011001100111111110000001011101101111101110000001011001011110000101111100110111011001100010011101000010111 010111011111101011010110100010110101100111010100100100010010111000100100111000110100101100000111100001101000000000000000100000000011011000100110100001000111111001100001001001100010010001110000001101100010101101010001000000000000    2 faults detected
test  255: 0111101100011000001111001011011011001000011100101100100111101101010111010101001100101010000010100100011111000011110101101111011100111000101010001001011010110011001101011111110100110100111111000001001110010001100011 010111111011111101100110000000000000011000000111101011101100110100100100110110100001000011101001000010101100000000000100000000000010010001001111100001100101110101010100100001010001001001010100100100100001110011110110100100000000    2 faults detected
test  256: 0011010101100001110110100000110100100101100100101100101100111101100001110011110001001010010110100111000011110000001001111111000010010100101101010110000111011011111001110101101101111100110110010111001001011110011011 110011111111110011001001000000000000000111010101110110011000100110111100100100100011101100111010100000001100111111011010100000000000010011101110010010100111001101010000000010000011000001010001000001000101001011101101000000000000    1 faults detected
test  257: 0000010101000101111101000000110000111110010001110011100100001111111100111111011111000100101100000010101000010110001111011111011001010010011001110000100110101001100100001000101101011000110100011110101011011100001111 111010111111111001100111000000000001111101010100110110011000000000011100000010000010101100100010000001000100101110011000100000000010000010101101011000000100101111110000001011000101011001110000000111000101100101000000000000000000    1 faults detected
